Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Anthony Ervin;19;United States;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;AMERICA
Domenico Fioravanti;23;Italy;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;EUROPE
Grant Hackett;20;Australia;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;OCEANIA
Geoff Huegill;21;Australia;2000;01/10/2000;Swimming;0;1;1;2;3;Olympics;OCEANIA
Leisel Jones;15;Australia;2000;01/10/2000;Swimming;0;2;0;2;4;Olympics;OCEANIA
Klete Keller;18;United States;2000;01/10/2000;Swimming;0;1;1;2;3;Olympics;AMERICA
Jason Lezak;24;United States;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;AMERICA
Diana Mocanu;16;Romania;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;EUROPE
Martina Moravcová;24;Slovakia;2000;01/10/2000;Swimming;0;2;0;2;4;Olympics;EUROPE
Ed Moses;20;United States;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;AMERICA
Diana Munz;18;United States;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;AMERICA
Mai Nakamura;21;Japan;2000;01/10/2000;Swimming;0;1;1;2;3;Olympics;ASIA
Todd Pearson;22;Australia;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;OCEANIA
Adam Pine;24;Australia;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;OCEANIA
Claudia Poll;27;Costa Rica;2000;01/10/2000;Swimming;0;0;2;2;2;Olympics;AMERICA
Megan Quann-Jendrick;16;United States;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;AMERICA
Giaan Rooney;17;Australia;2000;01/10/2000;Swimming;0;2;0;2;4;Olympics;OCEANIA
Courtney Shealy;22;United States;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;AMERICA
Ashley Tappin;25;United States;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;AMERICA
Stev Theloke;22;Germany;2000;01/10/2000;Swimming;0;0;2;2;2;Olympics;EUROPE
Amy Van Dyken;27;United States;2000;01/10/2000;Swimming;2;0;0;2;6;Olympics;AMERICA
Neil Walker;24;United States;2000;01/10/2000;Swimming;1;1;0;2;5;Olympics;AMERICA
J. R. Celski;19;United States;2010;28/02/2010;Short-Track Speed Skating;0;0;2;2;2;Winter Olympics;AMERICA
Charles Hamelin;25;Canada;2010;28/02/2010;Short-Track Speed Skating;2;0;0;2;6;Winter Olympics;AMERICA
Lee Ho-Seok;23;South Korea;2010;28/02/2010;Short-Track Speed Skating;0;2;0;2;4;Winter Olympics;ASIA
Park Seung-Hui;17;South Korea;2010;28/02/2010;Short-Track Speed Skating;0;0;2;2;2;Winter Olympics;ASIA
Katherine Reutter;21;United States;2010;28/02/2010;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;AMERICA
Seong Si-Baek;22;South Korea;2010;28/02/2010;Short-Track Speed Skating;0;2;0;2;4;Winter Olympics;ASIA
Marianne St-Gelais;19;Canada;2010;28/02/2010;Short-Track Speed Skating;0;2;0;2;4;Winter Olympics;AMERICA
François-Louis Tremblay;29;Canada;2010;28/02/2010;Short-Track Speed Skating;1;0;1;2;4;Winter Olympics;AMERICA
Zhou Yang;18;China;2010;28/02/2010;Short-Track Speed Skating;2;0;0;2;6;Winter Olympics;ASIA
Choi Eun-Gyeong;21;South Korea;2006;26/02/2006;Short-Track Speed Skating;1;1;0;2;5;Winter Olympics;ASIA
Anouk Leblanc-Boucher;21;Canada;2006;26/02/2006;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;AMERICA
François-Louis Tremblay;25;Canada;2006;26/02/2006;Short-Track Speed Skating;0;2;0;2;4;Winter Olympics;AMERICA
Choi Eun-Gyeong;17;South Korea;2002;24/02/2002;Short-Track Speed Skating;1;1;0;2;5;Winter Olympics;ASIA
Go Gi-Hyeon;15;South Korea;2002;24/02/2002;Short-Track Speed Skating;1;1;0;2;5;Winter Olympics;ASIA
Jonathan Guilmette;23;Canada;2002;24/02/2002;Short-Track Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Li Jiajun;26;China;2002;24/02/2002;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;ASIA
Apolo Anton Ohno;19;United States;2002;24/02/2002;Short-Track Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Evgeniya Radanova;24;Bulgaria;2002;24/02/2002;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;EUROPE
Mathieu Turcotte;25;Canada;2002;24/02/2002;Short-Track Speed Skating;1;0;1;2;4;Winter Olympics;AMERICA
Wang Chunlu;23;China;2002;24/02/2002;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;ASIA
Yang Yang (S);24;China;2002;24/02/2002;Short-Track Speed Skating;0;1;1;2;3;Winter Olympics;ASIA
Shani Davis;27;United States;2010;28/02/2010;Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Kristina Groves;33;Canada;2010;28/02/2010;Speed Skating;0;1;1;2;3;Winter Olympics;AMERICA
Chad Hedrick;32;United States;2010;28/02/2010;Speed Skating;0;1;1;2;3;Winter Olympics;AMERICA
Sven Kramer;23;Netherlands;2010;28/02/2010;Speed Skating;1;0;1;2;4;Winter Olympics;EUROPE
Lee Seung-Hun;21;South Korea;2010;28/02/2010;Speed Skating;1;1;0;2;5;Winter Olympics;ASIA
Mo Tae-Beom;21;South Korea;2010;28/02/2010;Speed Skating;1;1;0;2;5;Winter Olympics;ASIA
Ivan Skobrev;27;Russia;2010;28/02/2010;Speed Skating;0;1;1;2;3;Winter Olympics;ASIA
Mark Tuitert;29;Netherlands;2010;28/02/2010;Speed Skating;1;0;1;2;4;Winter Olympics;EUROPE
Joey Cheek;26;United States;2006;26/02/2006;Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Shani Davis;23;United States;2006;26/02/2006;Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Anni Friesinger-Postma;29;Germany;2006;26/02/2006;Speed Skating;1;0;1;2;4;Winter Olympics;EUROPE
Kristina Groves;29;Canada;2006;26/02/2006;Speed Skating;0;2;0;2;4;Winter Olympics;AMERICA
Clara Hughes;33;Canada;2006;26/02/2006;Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Sven Kramer;19;Netherlands;2006;26/02/2006;Speed Skating;0;1;1;2;3;Winter Olympics;EUROPE
Claudia Pechstein;33;Germany;2006;26/02/2006;Speed Skating;1;1;0;2;5;Winter Olympics;EUROPE
Carl Verheijen;30;Netherlands;2006;26/02/2006;Speed Skating;0;0;2;2;2;Winter Olympics;EUROPE
Erben Wennemars;30;Netherlands;2006;26/02/2006;Speed Skating;0;0;2;2;2;Winter Olympics;EUROPE
Ireen Wüst;19;Netherlands;2006;26/02/2006;Speed Skating;1;0;1;2;4;Winter Olympics;EUROPE
Derek Parra;31;United States;2002;24/02/2002;Speed Skating;1;1;0;2;5;Winter Olympics;AMERICA
Claudia Pechstein;29;Germany;2002;24/02/2002;Speed Skating;2;0;0;2;6;Winter Olympics;EUROPE
Jennifer Rodriguez;25;United States;2002;24/02/2002;Speed Skating;0;0;2;2;2;Winter Olympics;AMERICA
Simon Ammann;28;Switzerland;2010;28/02/2010;Ski Jumping;2;0;0;2;6;Winter Olympics;EUROPE
Adam Malysz;32;Poland;2010;28/02/2010;Ski Jumping;0;2;0;2;4;Winter Olympics;EUROPE
Matti Hautamäki;24;Finland;2006;26/02/2006;Ski Jumping;0;2;0;2;4;Winter Olympics;EUROPE
Andreas Kofler;21;Austria;2006;26/02/2006;Ski Jumping;1;1;0;2;5;Winter Olympics;EUROPE
Roar Ljøkelsøy;29;Norway;2006;26/02/2006;Ski Jumping;0;0;2;2;2;Winter Olympics;EUROPE
Thomas Morgenstern;19;Austria;2006;26/02/2006;Ski Jumping;2;0;0;2;6;Winter Olympics;EUROPE
Simon Ammann;20;Switzerland;2002;24/02/2002;Ski Jumping;2;0;0;2;6;Winter Olympics;EUROPE
Sven Hannawald;27;Germany;2002;24/02/2002;Ski Jumping;1;1;0;2;5;Winter Olympics;EUROPE
Matti Hautamäki;20;Finland;2002;24/02/2002;Ski Jumping;0;1;1;2;3;Winter Olympics;EUROPE
Adam Malysz;24;Poland;2002;24/02/2002;Ski Jumping;0;1;1;2;3;Winter Olympics;EUROPE
Niccolò Campriani;24;Italy;2012;12/08/2012;Shooting;1;1;0;2;5;Olympics;EUROPE
Jin Jong-O;32;South Korea;2012;12/08/2012;Shooting;2;0;0;2;6;Olympics;ASIA
Olena Kostevych;27;Ukraine;2012;12/08/2012;Shooting;0;0;2;2;2;Olympics;EUROPE
Jin Jong-O;28;South Korea;2008;24/08/2008;Shooting;1;1;0;2;5;Olympics;ASIA
Katerina Kurková-Emmons;24;Czech Republic;2008;24/08/2008;Shooting;1;1;0;2;5;Olympics;EUROPE
Lyubov Galkina;31;Russia;2004;29/08/2004;Shooting;1;1;0;2;5;Olympics;ASIA
Mariya Grozdeva;32;Bulgaria;2004;29/08/2004;Shooting;1;0;1;2;4;Olympics;EUROPE
Lee Bo-Na;23;South Korea;2004;29/08/2004;Shooting;0;1;1;2;3;Olympics;ASIA
Mikhail Nestruyev;35;Russia;2004;29/08/2004;Shooting;1;1;0;2;5;Olympics;ASIA
Igor Basinsky;37;Belarus;2000;01/10/2000;Shooting;0;1;1;2;3;Olympics;EUROPE
Tao Luna;26;China;2000;01/10/2000;Shooting;1;1;0;2;5;Olympics;ASIA
Kim Crow;26;Australia;2012;12/08/2012;Rowing;0;1;1;2;3;Olympics;OCEANIA
Georgeta Damian-Andrunache;32;Romania;2008;24/08/2008;Rowing;1;0;1;2;4;Olympics;EUROPE
Viorica Susanu;32;Romania;2008;24/08/2008;Rowing;1;0;1;2;4;Olympics;EUROPE
Georgeta Damian-Andrunache;28;Romania;2004;29/08/2004;Rowing;2;0;0;2;6;Olympics;EUROPE
Viorica Susanu;28;Romania;2004;29/08/2004;Rowing;2;0;0;2;6;Olympics;EUROPE
Georgeta Damian-Andrunache;24;Romania;2000;01/10/2000;Rowing;2;0;0;2;6;Olympics;EUROPE
Doina Ignat;31;Romania;2000;01/10/2000;Rowing;2;0;0;2;6;Olympics;EUROPE
Pieta van Dishoeck;28;Netherlands;2000;01/10/2000;Rowing;0;2;0;2;4;Olympics;EUROPE
Eeke van Nes;31;Netherlands;2000;01/10/2000;Rowing;0;2;0;2;4;Olympics;EUROPE
Bill Demong;29;United States;2010;28/02/2010;Nordic Combined;1;1;0;2;5;Winter Olympics;AMERICA
Bernhard Gruber;27;Austria;2010;28/02/2010;Nordic Combined;1;0;1;2;4;Winter Olympics;EUROPE
Magnus Moan;22;Norway;2006;26/02/2006;Nordic Combined;0;1;1;2;3;Winter Olympics;EUROPE
Ronny Ackermann;24;Germany;2002;24/02/2002;Nordic Combined;0;2;0;2;4;Winter Olympics;EUROPE
Jaakko Tallus;20;Finland;2002;24/02/2002;Nordic Combined;1;1;0;2;5;Winter Olympics;EUROPE
Denis Ablyazin;19;Russia;2012;12/08/2012;Gymnastics;0;1;1;2;3;Olympics;ASIA
Chen Yibing;27;China;2012;12/08/2012;Gymnastics;1;1;0;2;5;Olympics;ASIA
Gabby Douglas;16;United States;2012;12/08/2012;Gymnastics;2;0;0;2;6;Olympics;AMERICA
Feng Zhe;24;China;2012;12/08/2012;Gymnastics;2;0;0;2;6;Olympics;ASIA
Sandra Izbasa;22;Romania;2012;12/08/2012;Gymnastics;1;0;1;2;4;Olympics;EUROPE
Viktoriya Komova;17;Russia;2012;12/08/2012;Gymnastics;0;2;0;2;4;Olympics;ASIA
McKayla Maroney;16;United States;2012;12/08/2012;Gymnastics;1;1;0;2;5;Olympics;AMERICA
Marcel Nguyen;24;Germany;2012;12/08/2012;Gymnastics;0;2;0;2;4;Olympics;EUROPE
Mariya Paseka;17;Russia;2012;12/08/2012;Gymnastics;0;1;1;2;3;Olympics;ASIA
Catalina Ponor;24;Romania;2012;12/08/2012;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Louis Smith;23;Great Britain;2012;12/08/2012;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Max Whitlock;19;Great Britain;2012;12/08/2012;Gymnastics;0;0;2;2;2;Olympics;EUROPE
Chen Yibing;23;China;2008;24/08/2008;Gymnastics;2;0;0;2;6;Olympics;ASIA
Anton Golotsutskov;23;Russia;2008;24/08/2008;Gymnastics;0;0;2;2;2;Olympics;ASIA
He Kexin;16;China;2008;24/08/2008;Gymnastics;2;0;0;2;6;Olympics;ASIA
Jonathan Horton;22;United States;2008;24/08/2008;Gymnastics;0;1;1;2;3;Olympics;AMERICA
Sandra Izbasa;18;Romania;2008;24/08/2008;Gymnastics;1;0;1;2;4;Olympics;EUROPE
Li Xiaopeng;27;China;2008;24/08/2008;Gymnastics;2;0;0;2;6;Olympics;ASIA
Kohei Uchimura;19;Japan;2008;24/08/2008;Gymnastics;0;2;0;2;4;Olympics;ASIA
Xiao Qin;23;China;2008;24/08/2008;Gymnastics;2;0;0;2;6;Olympics;ASIA
Alexandra Eremia;17;Romania;2004;29/08/2004;Gymnastics;1;0;1;2;4;Olympics;EUROPE
Annia Hatch;26;United States;2004;29/08/2004;Gymnastics;0;2;0;2;4;Olympics;AMERICA
Terin Humphrey;18;United States;2004;29/08/2004;Gymnastics;0;2;0;2;4;Olympics;AMERICA
Takehiro Kashima;24;Japan;2004;29/08/2004;Gymnastics;1;0;1;2;4;Olympics;ASIA
Svetlana Khorkina;25;Russia;2004;29/08/2004;Gymnastics;0;1;1;2;3;Olympics;ASIA
Courtney Kupets;18;United States;2004;29/08/2004;Gymnastics;0;1;1;2;3;Olympics;AMERICA
Anna Pavlova;16;Russia;2004;29/08/2004;Gymnastics;0;0;2;2;2;Olympics;ASIA
Monica Rosu;17;Romania;2004;29/08/2004;Gymnastics;2;0;0;2;6;Olympics;EUROPE
Dana Sofronie;16;Romania;2004;29/08/2004;Gymnastics;1;1;0;2;5;Olympics;EUROPE
Hiroyuki Tomita;23;Japan;2004;29/08/2004;Gymnastics;1;1;0;2;5;Olympics;ASIA
Marius Urzica;28;Romania;2004;29/08/2004;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Isao Yoneda;26;Japan;2004;29/08/2004;Gymnastics;1;0;1;2;4;Olympics;ASIA
Yordan Yovchev;31;Bulgaria;2004;29/08/2004;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Oleksandr Beresh;22;Ukraine;2000;01/10/2000;Gymnastics;0;1;1;2;3;Olympics;EUROPE
Aleksey Bondarenko;22;Russia;2000;01/10/2000;Gymnastics;0;1;1;2;3;Olympics;ASIA
Lee Ju-Hyeong;27;South Korea;2000;01/10/2000;Gymnastics;0;1;1;2;3;Olympics;ASIA
Li Xiaopeng;19;China;2000;01/10/2000;Gymnastics;2;0;0;2;6;Olympics;ASIA
Liu Xuan;21;China;2000;01/10/2000;Gymnastics;1;0;1;2;4;Olympics;ASIA
Maria Olaru;18;Romania;2000;01/10/2000;Gymnastics;1;1;0;2;5;Olympics;EUROPE
Yelena Produnova;20;Russia;2000;01/10/2000;Gymnastics;0;1;1;2;3;Olympics;ASIA
Andreea Raducan;16;Romania;2000;01/10/2000;Gymnastics;1;1;0;2;5;Olympics;EUROPE
Yang Wei;20;China;2000;01/10/2000;Gymnastics;1;1;0;2;5;Olympics;ASIA
Yordan Yovchev;27;Bulgaria;2000;01/10/2000;Gymnastics;0;0;2;2;2;Olympics;EUROPE
Elisa Di Francisca;29;Italy;2012;12/08/2012;Fencing;2;0;0;2;6;Olympics;EUROPE
Arianna Errigo;24;Italy;2012;12/08/2012;Fencing;1;1;0;2;5;Olympics;EUROPE
Diego Occhiuzzi;31;Italy;2012;12/08/2012;Fencing;0;1;1;2;3;Olympics;EUROPE
Sun Yujie;19;China;2012;12/08/2012;Fencing;1;0;1;2;4;Olympics;ASIA
Valentina Vezzali;38;Italy;2012;12/08/2012;Fencing;1;0;1;2;4;Olympics;EUROPE
Stefano Carozzo;29;Italy;2008;24/08/2008;Fencing;0;0;2;2;2;Olympics;EUROPE
Margherita Granbassi;28;Italy;2008;24/08/2008;Fencing;0;0;2;2;2;Olympics;EUROPE
Sada Jacobson;25;United States;2008;24/08/2008;Fencing;0;1;1;2;3;Olympics;AMERICA
Fabrice Jeannet;27;France;2008;24/08/2008;Fencing;1;1;0;2;5;Olympics;EUROPE
Nicolas Lopez;27;France;2008;24/08/2008;Fencing;1;1;0;2;5;Olympics;EUROPE
Matteo Tagliariol;25;Italy;2008;24/08/2008;Fencing;1;0;1;2;4;Olympics;EUROPE
Valentina Vezzali;34;Italy;2008;24/08/2008;Fencing;1;0;1;2;4;Olympics;EUROPE
Becca Ward;18;United States;2008;24/08/2008;Fencing;0;0;2;2;2;Olympics;AMERICA
Mariel Zagunis;23;United States;2008;24/08/2008;Fencing;1;0;1;2;4;Olympics;AMERICA
Andrea Cassarà;20;Italy;2004;29/08/2004;Fencing;1;0;1;2;4;Olympics;EUROPE
Laura Flessel-Colovic;32;France;2004;29/08/2004;Fencing;0;1;1;2;3;Olympics;EUROPE
Aldo Montano;25;Italy;2004;29/08/2004;Fencing;1;1;0;2;5;Olympics;EUROPE
Maureen Nisima;23;France;2004;29/08/2004;Fencing;0;0;2;2;2;Olympics;EUROPE
Salvatore Sanzo;28;Italy;2004;29/08/2004;Fencing;1;1;0;2;5;Olympics;EUROPE
Mathieu Gourdain;26;France;2000;01/10/2000;Fencing;0;2;0;2;4;Olympics;EUROPE
Gianna Hablützel-Bürki;30;Switzerland;2000;01/10/2000;Fencing;0;2;0;2;4;Olympics;EUROPE
Rita König;23;Germany;2000;01/10/2000;Fencing;0;1;1;2;3;Olympics;EUROPE
Wiradech Kothny;21;Germany;2000;01/10/2000;Fencing;0;0;2;2;2;Olympics;EUROPE
Hugues Obry;27;France;2000;01/10/2000;Fencing;0;2;0;2;4;Olympics;EUROPE
Giovanna Trillini;30;Italy;2000;01/10/2000;Fencing;1;0;1;2;4;Olympics;EUROPE
Valentina Vezzali;26;Italy;2000;01/10/2000;Fencing;2;0;0;2;6;Olympics;EUROPE
Sandra Auffarth;25;Germany;2012;12/08/2012;Equestrian;1;0;1;2;4;Olympics;EUROPE
Laura Bechtolsheimer;27;Great Britain;2012;12/08/2012;Equestrian;1;0;1;2;4;Olympics;EUROPE
Adelinde Cornelissen;33;Netherlands;2012;12/08/2012;Equestrian;0;1;1;2;3;Olympics;EUROPE
Charlotte Dujardin;27;Great Britain;2012;12/08/2012;Equestrian;2;0;0;2;6;Olympics;EUROPE
Michael Jung;29;Germany;2012;12/08/2012;Equestrian;2;0;0;2;6;Olympics;EUROPE
Gerco Schröder;34;Netherlands;2012;12/08/2012;Equestrian;0;2;0;2;4;Olympics;EUROPE
Tina Cook;37;Great Britain;2008;24/08/2008;Equestrian;0;0;2;2;2;Olympics;EUROPE
Heike Kemmer;46;Germany;2008;24/08/2008;Equestrian;1;0;1;2;4;Olympics;EUROPE
Eric Lamaze;40;Canada;2008;24/08/2008;Equestrian;1;1;0;2;5;Olympics;AMERICA
Beezie Madden;44;United States;2008;24/08/2008;Equestrian;1;0;1;2;4;Olympics;AMERICA
Hinrich Romeike;45;Germany;2008;24/08/2008;Equestrian;2;0;0;2;6;Olympics;EUROPE
Anky van Grunsven;40;Netherlands;2008;24/08/2008;Equestrian;1;1;0;2;5;Olympics;EUROPE
Isabell Werth;39;Germany;2008;24/08/2008;Equestrian;1;1;0;2;5;Olympics;EUROPE
Beatriz Ferrer-Salat;38;Spain;2004;29/08/2004;Equestrian;0;1;1;2;3;Olympics;EUROPE
Pippa Funnell;35;Great Britain;2004;29/08/2004;Equestrian;0;1;1;2;3;Olympics;EUROPE
Chris Kappler;37;United States;2004;29/08/2004;Equestrian;1;1;0;2;5;Olympics;AMERICA
Marco Kutscher;29;Germany;2004;29/08/2004;Equestrian;0;0;2;2;2;Olympics;EUROPE
Leslie Law;39;Great Britain;2004;29/08/2004;Equestrian;1;1;0;2;5;Olympics;EUROPE
Ulla Salzgeber;46;Germany;2004;29/08/2004;Equestrian;1;1;0;2;5;Olympics;EUROPE
Kim Severson;30;United States;2004;29/08/2004;Equestrian;0;1;1;2;3;Olympics;AMERICA
Andrew Hoy;41;Australia;2000;01/10/2000;Equestrian;1;1;0;2;5;Olympics;OCEANIA
David O'Connor;38;United States;2000;01/10/2000;Equestrian;1;0;1;2;4;Olympics;AMERICA
Ulla Salzgeber;42;Germany;2000;01/10/2000;Equestrian;1;0;1;2;4;Olympics;EUROPE
Anky van Grunsven;32;Netherlands;2000;01/10/2000;Equestrian;1;1;0;2;5;Olympics;EUROPE
Isabell Werth;31;Germany;2000;01/10/2000;Equestrian;1;1;0;2;5;Olympics;EUROPE
David Boudia;23;United States;2012;12/08/2012;Diving;1;0;1;2;4;Olympics;AMERICA
Chen Ruolin;19;China;2012;12/08/2012;Diving;2;0;0;2;6;Olympics;ASIA
He Zi;21;China;2012;12/08/2012;Diving;1;1;0;2;5;Olympics;ASIA
Qin Kai;26;China;2012;12/08/2012;Diving;1;1;0;2;5;Olympics;ASIA
Wu Minxia;26;China;2012;12/08/2012;Diving;2;0;0;2;6;Olympics;ASIA
Ilya Zakharov;21;Russia;2012;12/08/2012;Diving;1;1;0;2;5;Olympics;ASIA
Chen Ruolin;15;China;2008;24/08/2008;Diving;2;0;0;2;6;Olympics;ASIA
Gleb Galperin;25;Russia;2008;24/08/2008;Diving;0;0;2;2;2;Olympics;ASIA
Guo Jingjing;26;China;2008;24/08/2008;Diving;2;0;0;2;6;Olympics;ASIA
Yuliya Pakhalina;30;Russia;2008;24/08/2008;Diving;0;2;0;2;4;Olympics;ASIA
Qin Kai;22;China;2008;24/08/2008;Diving;1;0;1;2;4;Olympics;ASIA
Wang Xin;16;China;2008;24/08/2008;Diving;1;0;1;2;4;Olympics;ASIA
Wu Minxia;22;China;2008;24/08/2008;Diving;1;0;1;2;4;Olympics;ASIA
Guo Jingjing;22;China;2004;29/08/2004;Diving;2;0;0;2;6;Olympics;ASIA
Mathew Helm;23;Australia;2004;29/08/2004;Diving;0;1;1;2;3;Olympics;OCEANIA
Lao Lishi;16;China;2004;29/08/2004;Diving;1;1;0;2;5;Olympics;ASIA
Chantelle Michell-Newbery;27;Australia;2004;29/08/2004;Diving;1;0;1;2;4;Olympics;OCEANIA
Robert Newbery;25;Australia;2004;29/08/2004;Diving;0;0;2;2;2;Olympics;OCEANIA
Yuliya Pakhalina;26;Russia;2004;29/08/2004;Diving;0;1;1;2;3;Olympics;ASIA
Tian Liang;24;China;2004;29/08/2004;Diving;1;0;1;2;4;Olympics;ASIA
Wu Minxia;18;China;2004;29/08/2004;Diving;1;1;0;2;5;Olympics;ASIA
Fu Mingxia;22;China;2000;01/10/2000;Diving;1;1;0;2;5;Olympics;ASIA
Guo Jingjing;18;China;2000;01/10/2000;Diving;0;2;0;2;4;Olympics;ASIA
Hu Jia;17;China;2000;01/10/2000;Diving;0;2;0;2;4;Olympics;ASIA
Li Na;16;China;2000;01/10/2000;Diving;1;1;0;2;5;Olympics;ASIA
Anne Montminy;25;Canada;2000;01/10/2000;Diving;0;1;1;2;3;Olympics;AMERICA
Tian Liang;21;China;2000;01/10/2000;Diving;1;1;0;2;5;Olympics;ASIA
Xiong Ni;26;China;2000;01/10/2000;Diving;2;0;0;2;6;Olympics;ASIA
Grégory Baugé;27;France;2012;12/08/2012;Cycling;0;2;0;2;4;Olympics;EUROPE
Ed Clancy;27;Great Britain;2012;12/08/2012;Cycling;1;0;1;2;4;Olympics;EUROPE
Sarah Hammer;28;United States;2012;12/08/2012;Cycling;0;2;0;2;4;Olympics;AMERICA
Chris Hoy;36;Great Britain;2012;12/08/2012;Cycling;2;0;0;2;6;Olympics;EUROPE
Jason Kenny;24;Great Britain;2012;12/08/2012;Cycling;2;0;0;2;6;Olympics;EUROPE
Maximilian Levy;25;Germany;2012;12/08/2012;Cycling;0;1;1;2;3;Olympics;EUROPE
Anna Meares;28;Australia;2012;12/08/2012;Cycling;1;0;1;2;4;Olympics;OCEANIA
Vicki Pendleton;31;Great Britain;2012;12/08/2012;Cycling;1;1;0;2;5;Olympics;EUROPE
Laura Trott;20;Great Britain;2012;12/08/2012;Cycling;2;0;0;2;6;Olympics;EUROPE
Olga Zabelinskaya;32;Russia;2012;12/08/2012;Cycling;0;0;2;2;2;Olympics;ASIA
Mickaël Bourgain;28;France;2008;24/08/2008;Cycling;0;1;1;2;3;Olympics;EUROPE
Fabian Cancellara;27;Switzerland;2008;24/08/2008;Cycling;1;1;0;2;5;Olympics;EUROPE
Jason Kenny;20;Great Britain;2008;24/08/2008;Cycling;1;1;0;2;5;Olympics;EUROPE
Joan Llaneras;39;Spain;2008;24/08/2008;Cycling;1;1;0;2;5;Olympics;EUROPE
Hayden Roulston;27;New Zealand;2008;24/08/2008;Cycling;0;1;1;2;3;Olympics;OCEANIA
Bradley Wiggins;28;Great Britain;2008;24/08/2008;Cycling;2;0;0;2;6;Olympics;EUROPE
Ryan Bayley;22;Australia;2004;29/08/2004;Cycling;2;0;0;2;6;Olympics;OCEANIA
Graeme Brown;25;Australia;2004;29/08/2004;Cycling;2;0;0;2;6;Olympics;OCEANIA
Sergi Escobar;29;Spain;2004;29/08/2004;Cycling;0;0;2;2;2;Olympics;EUROPE
Rob Hayles;31;Great Britain;2004;29/08/2004;Cycling;0;1;1;2;3;Olympics;EUROPE
Brad McGee;28;Australia;2004;29/08/2004;Cycling;1;1;0;2;5;Olympics;OCEANIA
Anna Meares;20;Australia;2004;29/08/2004;Cycling;1;0;1;2;4;Olympics;OCEANIA
Stefan Nimke;26;Germany;2004;29/08/2004;Cycling;1;0;1;2;4;Olympics;EUROPE
Olga Slyusareva;35;Russia;2004;29/08/2004;Cycling;1;0;1;2;4;Olympics;ASIA
Arnaud Tournant;26;France;2004;29/08/2004;Cycling;0;1;1;2;3;Olympics;EUROPE
René Wolff;26;Germany;2004;29/08/2004;Cycling;1;0;1;2;4;Olympics;EUROPE
Leontien Zijlaard-van Moorsel;34;Netherlands;2004;29/08/2004;Cycling;1;0;1;2;4;Olympics;EUROPE
Félicia Ballanger;29;France;2000;01/10/2000;Cycling;2;0;0;2;6;Olympics;EUROPE
Robert Bartko;24;Germany;2000;01/10/2000;Cycling;2;0;0;2;6;Olympics;EUROPE
Jens Fiedler;30;Germany;2000;01/10/2000;Cycling;0;0;2;2;2;Olympics;EUROPE
Jens Lehmann;32;Germany;2000;01/10/2000;Cycling;1;1;0;2;5;Olympics;EUROPE
Gary Neiwand;34;Australia;2000;01/10/2000;Cycling;0;1;1;2;3;Olympics;OCEANIA
Jason Queally;30;Great Britain;2000;01/10/2000;Cycling;1;1;0;2;5;Olympics;EUROPE
Jan Ullrich;26;Germany;2000;01/10/2000;Cycling;1;1;0;2;5;Olympics;EUROPE
Lukáš Bauer;32;Czech Republic;2010;28/02/2010;Cross Country Skiing;0;0;2;2;2;Winter Olympics;EUROPE
Anna Haag;23;Sweden;2010;28/02/2010;Cross Country Skiing;0;2;0;2;4;Winter Olympics;EUROPE
Marcus Hellner;24;Sweden;2010;28/02/2010;Cross Country Skiing;2;0;0;2;6;Winter Olympics;EUROPE
Charlotte Kalla;22;Sweden;2010;28/02/2010;Cross Country Skiing;1;1;0;2;5;Winter Olympics;EUROPE
Claudia Künzel-Nystad;32;Germany;2010;28/02/2010;Cross Country Skiing;1;1;0;2;5;Winter Olympics;EUROPE
Aino-Kaisa Saarinen;31;Finland;2010;28/02/2010;Cross Country Skiing;0;0;2;2;2;Winter Olympics;EUROPE
